OTU.ID,Or.Ma.D.s,Or.Ma.R.s,Or.Ma.D.le,Or.Ma.R.le,Or.Ma.D.e,Or.Ma.R.e,Or.Ma.D.re,Or.Ma.R.re,Or.Ma.D.rz,Or.Ma.R.rz,Or.Ma.D.rzs,Or.Ma.R.rzs,Or.Sf.D.s,Or.Sf.R.s,Or.Sf.D.le,Or.Sf.R.le,Or.Sf.D.e,Or.Sf.R.e,Or.Sf.D.re,Or.Sf.R.re,Or.Sf.D.rz,Or.Sf.R.rz,Or.Sf.D.rzs,Or.Sf.R.rzs,Mg.Ma.D.s,Mg.Ma.R.s,Mg.Ma.D.le,Mg.Ma.R.le,Mg.Ma.D.e,Mg.Ma.R.e,Mg.Ma.R.re,Mg.Ma.D.rz,Mg.Ma.R.rz,Mg.Ma.D.rzs,Mg.Ma.R.rzs,Mg.Sf.D.s,Mg.Sf.R.s,Mg.Sf.D.le,Mg.Sf.R.le,Mg.Sf.D.e,Mg.Sf.R.e,Mg.Sf.D.re,Mg.Sf.R.re,Mg.Sf.D.rz,Mg.Sf.R.rz,Mg.Sf.D.rzs,Mg.Sf.R.rzs,Consensus.lineage
OTU_2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2236,1,2,0,0,0,0,0,0,0,0,4,7,1,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,3,0,2,8,0,0,0,0,0,0,0,2,3,7,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__RhodocyclalesOR;g__RhodocyclalesOR
OTU_2238,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
OTU_2240,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__JG37_AG_70
OTU_2242,16,9,0,0,0,0,0,0,0,0,24,1,1,1,0,0,0,0,0,0,1,0,0,3,4,3,0,0,1,0,0,0,0,2,0,3,3,0,0,0,2,0,0,0,1,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__MC47;f__MC47OR;g__MC47OR
OTU_2243,2,3,0,0,9,11,0,0,0,0,1,2,1,0,0,0,5,7,0,0,0,1,11,6,1,0,0,0,5,36,0,2,2,1,4,1,1,0,0,20,32,0,0,0,9,5,5,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae
OTU_2245,5,6,0,0,0,2,0,0,2,0,26,2,5,2,0,0,0,1,0,0,1,4,4,12,1,2,0,0,0,0,0,2,10,13,49,5,3,0,0,0,4,0,0,0,2,18,9,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_2246,5,1,0,0,0,0,0,0,0,2,9,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_2247,3,0,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
OTU_2248,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1,1,0,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas
OTU_2250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Thermi;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus
OTU_2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,0,1,0,2,0,0,0,0,0,0,0,4,0,0,7,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
OTU_2257,1,3,0,0,2,0,0,0,0,1,8,2,0,0,0,0,0,1,0,0,1,0,1,5,0,1,0,0,0,3,0,2,2,7,4,2,4,0,0,2,0,0,1,0,4,4,7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__CL500_29;g__CL500_29FA
OTU_2258,2,1,0,0,3,1,0,0,0,0,1,2,30,2,0,0,3,4,0,0,18,3,6,7,2,5,0,0,0,1,0,3,0,1,1,2,8,0,0,4,1,0,0,0,15,3,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_2261,2,0,1,0,2,0,0,0,1,0,1,0,0,5,0,0,1,5,0,0,1,0,2,2,3,1,0,0,0,2,0,2,0,5,2,1,3,0,0,1,0,0,0,0,4,6,4,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2262,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2263,8,3,0,0,0,0,0,0,0,2,12,21,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,12,0,4,1,0,0,0,0,0,0,1,0,0,9,k__Bacteria;p__Acidobacteria;c__Acidobacteria_5;o__Acidobacteria_5CL;f__Acidobacteria_5CL;g__Acidobacteria_5CL
OTU_2264,0,3,0,0,1,1,17,14,1,4,1,2,0,0,0,0,0,1,4,0,8,5,5,5,0,3,0,0,0,3,2,2,2,0,6,5,0,0,0,0,1,1,3,0,26,3,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola
OTU_2266,2,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__WilliamsiaceaeFA
OTU_2267,119,10,0,0,0,0,0,0,1,0,66,12,5,3,0,0,0,0,0,0,1,0,0,5,1,3,0,0,1,0,0,2,2,7,5,0,4,0,0,0,2,0,0,0,0,8,12,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_2268,0,0,10,0,1,0,0,11,0,0,0,2,0,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2269,7,2,0,0,0,0,0,0,0,0,12,7,0,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,1,1,8,3,4,0,0,2,0,0,0,1,0,0,1,12,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__Pirellulaceae;g__A17
OTU_2270,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,3,1,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes
OTU_2271,6,5,0,0,0,0,4,0,0,0,7,3,18,4,1,0,0,0,0,0,0,1,0,6,0,4,0,0,1,1,0,3,0,6,3,5,3,0,0,0,2,0,0,0,0,2,6,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR
OTU_2272,5,6,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,17,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
OTU_2273,0,6,0,0,0,0,0,4,0,4,7,6,13,2,0,0,1,2,7,0,29,6,14,15,7,4,0,0,0,2,0,6,10,7,21,12,8,0,0,0,7,0,0,0,28,10,6,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;g__FrankiaceaeFA
OTU_2274,8,5,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,4,1,3,2,2,3,0,0,1,0,0,3,0,8,3,0,0,0,0,0,2,0,1,0,1,3,1,k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__AcidobacterialesOR;g__AcidobacterialesOR
OTU_2275,1,1,0,0,7,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,3,6,0,0,0,4,0,0,0,1,0,1,1,0,0,2,0,0,0,0,6,0,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes
OTU_2276,2,1,0,0,3,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,4,2,1,4,0,0,2,3,0,0,0,7,1,4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
OTU_2277,1,1,0,1,5,13,0,0,0,1,0,0,0,1,0,0,0,3,1,1,2,0,0,4,0,1,0,0,3,17,0,0,1,0,0,0,0,0,0,1,22,0,0,0,0,3,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
OTU_2278,5,1,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,9,0,0,3,0,0,3,1,1,0,0,1,2,0,0,1,0,0,2,7,0,0,1,1,0,0,0,10,2,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Patulibacteraceae;g__PatulibacteraceaeFA
OTU_2279,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__MethylobacteriaceaeFA
OTU_2280,4,3,0,0,0,0,0,0,0,2,1,1,5,3,0,0,0,1,2,0,5,2,0,10,1,5,0,0,0,2,0,1,3,0,4,2,3,0,0,0,1,0,2,1,12,6,4,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae;g__Actinosynnema
OTU_2281,9,3,0,0,0,0,0,0,1,0,6,2,0,11,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,4,1,5,2,0,0,0,0,0,1,1,0,0,1,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA
OTU_2283,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__ChloroflexalesOR;g__ChloroflexalesOR
OTU_2284,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,25,13,1,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae;g__Sporocytophaga
OTU_2285,1,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__AcidimicrobialesOR;g__AcidimicrobialesOR
OTU_2286,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,1,2,3,0,0,0,1,1,1,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__ComamonadaceaeFA
OTU_2287,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Euzebiales;f__Euzebiaceae;g__Euzebia
OTU_2288,1,4,0,0,0,0,0,0,0,0,2,3,0,5,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,1,0,0,0,1,2,0,7,k__Bacteria;p__Chlorobi;c__SM1B09;o__SM1B09CL;f__SM1B09CL;g__SM1B09CL
OTU_2289,7,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,7,k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__Pirellulaceae;g__Pirellula
OTU_2290,2,1,0,0,0,0,0,0,0,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__RhizobialesOR;g__RhizobialesOR
OTU_2291,1,9,0,0,1,0,1,0,0,0,3,4,17,5,0,0,2,12,3,0,5,0,11,9,1,9,0,0,0,5,1,2,3,1,4,9,23,0,0,5,4,0,0,0,15,18,3,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR
OTU_2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__HaliangiaceaeFA
OTU_2293,4,4,0,0,0,1,0,0,0,0,1,5,20,4,0,0,1,3,1,0,6,0,2,12,0,3,0,0,0,1,0,2,9,4,10,13,2,0,0,1,6,0,0,0,12,22,5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA
OTU_2294,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,69,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,11,0,0,1,14,0,0,0,0,1,0,k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Phormidium
OTU_2296,1,7,0,0,0,1,0,0,0,0,0,7,9,5,0,0,0,1,0,0,3,1,14,16,1,5,0,0,0,0,0,2,5,2,6,5,7,0,0,1,0,0,0,0,0,25,0,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A4b;f__A4bOR;g__A4bOR
OTU_2298,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__ChloracidobacteriaCL;f__ChloracidobacteriaCL;g__ChloracidobacteriaCL
OTU_2300,1,6,0,0,1,0,0,0,0,0,4,5,21,2,0,0,0,0,0,0,8,0,1,12,2,4,0,0,0,0,0,1,1,6,4,7,5,0,0,0,0,0,0,0,8,24,10,k__Bacteria
OTU_2301,2,4,0,0,1,0,0,0,0,1,2,7,0,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,k__Bacteria;p__Acidobacteria;c__iii1_8;o__DS_18;f__DS_18OR;g__DS_18OR
OTU_2302,3,1,0,0,0,0,8,2,1,0,2,0,0,1,0,0,0,0,2,0,9,1,0,3,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA
OTU_2303,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_2304,1,10,0,0,0,0,0,0,0,0,6,2,1,3,0,0,0,1,0,0,1,0,2,6,8,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,0,0,0,3,4,1,k__Bacteria;p__BRC1;c__PRR_11;o__PRR_11CL;f__PRR_11CL;g__PRR_11CL
OTU_2305,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__SphingomonadaceaeFA
OTU_2307,8,2,0,0,2,1,0,1,0,0,1,0,2,0,0,0,1,9,0,0,1,0,7,3,2,0,0,0,0,2,0,0,0,2,2,1,4,0,0,1,3,0,0,0,10,4,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flexibacteraceae;g__Cytophaga
OTU_2310,4,3,0,0,17,4,0,0,0,0,0,2,0,2,0,0,0,4,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,2,0,4,0,0,0,9,0,0,0,1,1,4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR
OTU_2311,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus
OTU_2312,0,8,0,0,0,0,0,11,0,0,2,9,53,2,0,0,1,1,0,0,12,0,26,2,0,106,0,0,0,6,0,0,40,0,48,4,5,0,0,0,49,0,0,0,16,5,31,k__Bacteria;p__Chloroflexi;c__ChloroflexiPH;o__ChloroflexiPH;f__ChloroflexiPH;g__ChloroflexiPH
OTU_2313,4,6,0,0,0,0,0,0,1,1,14,0,4,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,k__Bacteria
OTU_2314,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,6,0,29,3,0,1,0,0,0,3,1,0,117,0,19,0,2,0,0,0,3,0,0,0,35,1,4,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Solibacter
OTU_2316,0,0,0,0,1,1,0,0,0,3,6,3,0,0,0,0,0,0,0,0,8,1,7,3,3,3,0,0,0,0,0,0,1,4,25,7,2,0,0,0,0,0,0,1,2,2,4,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL
OTU_2317,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA
OTU_2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__JG37_AG_70
OTU_2319,0,0,0,0,5,0,0,0,0,0,0,0,3,1,0,0,8,13,0,0,0,0,2,0,2,1,0,0,1,2,0,0,0,1,1,1,1,0,0,1,10,0,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Patulibacteraceae;g__PatulibacteraceaeFA
OTU_2320,5,2,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus
OTU_2321,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2322,4,6,0,0,1,0,0,0,1,1,11,8,3,5,0,0,0,1,0,0,12,0,1,11,7,2,0,0,0,0,0,2,0,7,9,1,7,0,0,1,0,0,0,0,3,18,3,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2323,5,1,0,0,16,1,0,0,0,0,0,0,1,0,0,1,4,4,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,1,0,0,4,14,0,2,0,1,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae
OTU_2324,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,7,0,0,0,0,0,1,3,0,0,0,1,1,0,1,5,2,3,0,0,0,0,2,13,0,0,1,2,2,1,k__Bacteria;p__Chloroflexi;c__Bljii12;o__AKYG885;f__5B_12;g__5B_12FA
OTU_2325,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__SphingomonadaceaeFA
OTU_2326,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB_26;f__CFB_26OR;g__CFB_26OR
OTU_2327,6,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__Iamiaceae;g__IamiaceaeFA
OTU_2330,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas
OTU_2332,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,1,6,0,0,6,1,5,0,0,2,0,0,0,0,0,2,0,4,2,5,8,0,0,1,1,0,0,0,3,3,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Acidimicrobiales;f__AcidimicrobialesOR;g__AcidimicrobialesOR
OTU_2333,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,5,0,12,0,2,8,0,2,0,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,2,4,k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR
OTU_2334,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR
OTU_2335,0,0,0,0,0,0,12,6,1,1,1,1,8,0,0,0,0,0,0,4,2,0,3,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__HN1_15;f__HN1_15OR;g__HN1_15OR
OTU_2337,0,0,0,0,3,2,0,0,0,0,0,1,4,1,0,0,6,10,0,0,0,0,5,1,0,1,0,0,1,6,0,1,0,0,0,0,4,0,0,5,6,0,0,0,0,2,0,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA
OTU_2338,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium
OTU_2339,3,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Spartobacteriales;f__Spartobacteriaceae;g__Chthoniobacter
